Fecha,Tipo,Número Registro,Nombre Comercial,Cantidad,Unidad,Peso,Valor,Modalidad,Importador,Exportador,Pais Origen,Pais Destino,Puerto Ingreso,Componente IAGT
3/2/2024 9:42,Fertilizantes,FER-20,FERTILIZANTE PRUEBA,45,KILOGRAMOS,45,2000,Exportación,NICOLE PRUEBA DE COLAS,TANIA YADIRA ROJAS MEJIA,COSTA RICA,AUSTRIA,ADUANA DE LIMÓN,
3/2/2024 9:55,Fertilizantes,FER-20,FERTILIZANTE PRUEBA,45,KILOGRAMOS,45,2000,Exportación,NICOLE PRUEBA DE COLAS,TANIA YADIRA ROJAS MEJIA,COSTA RICA,AUSTRIA,ADUANA DE LIMÓN,
18/6/2024 13:10,Fertilizantes,1563,PRUEBA SISCOG NO TOCAR,150,KILOGRAMOS,150,1600,Exportación,PRUEBAS SISCOG,RICARDO MORALES NOGUERA,COSTA RICA,GUATEMALA,ADUANA CENTRAL,Elementos Menores / Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
18/6/2024 13:37,Fertilizantes,1563,PRUEBA SISCOG NO TOCAR,150,KILOGRAMOS,150,1600,Exportación,PRUEBAS SISCOG NO TOCAR / PRUEBAS SISCOG,RICARDO MORALES NOGUERA,COSTA RICA,NICARAGUA,ADUANA CENTRAL,Elementos Menores / Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
26/10/2024 18:51,Fertilizantes,reg 2,prueba 2,25,KILOGRAMOS,25,1500,Exportación,PRUEBA,JUAN DIEGO CHAVARRIA VALVERDE,ALEMANIA,ALEMANIA,ADUANA DE CALDERA,
26/10/2024 18:50,Fertilizantes,C,C,"1000,65",KILOGRAMOS,"1000,65","4293,39",Exportación,Prueba Jose,PROMOTORA DEL COMERCIO EXTERIOR DE COSTA RICA,COSTA RICA,CANADÁ,ADUANA CENTRAL,
26/10/2024 18:50,Fertilizantes,G,G,"1000,65",KILOGRAMOS,"1000,65","4293,39",Exportación,Prueba Jose,PROMOTORA DEL COMERCIO EXTERIOR DE COSTA RICA,COSTA RICA,CANADÁ,ADUANA CENTRAL,
26/10/2024 19:34,Fertilizantes,C,C,"1000,65",KILOGRAMOS,"1000,65","4293,39",Exportación,Prueba Jose,PROMOTORA DEL COMERCIO EXTERIOR DE COSTA RICA,COSTA RICA,CANADÁ,ADUANA CENTRAL,
26/10/2024 19:34,Fertilizantes,G,G,"1000,65",KILOGRAMOS,"1000,65","4293,39",Exportación,Prueba Jose,PROMOTORA DEL COMERCIO EXTERIOR DE COSTA RICA,COSTA RICA,CANADÁ,ADUANA CENTRAL,
26/10/2024 20:18,Fertilizantes,C,C,"1000,65",KILOGRAMOS,"1000,65","4293,39",Exportación,Prueba Jose,PROMOTORA DEL COMERCIO EXTERIOR DE COSTA RICA,COSTA RICA,CANADÁ,ADUANA CENTRAL,
26/10/2024 20:18,Fertilizantes,G,G,"1000,65",KILOGRAMOS,"1000,65","4293,39",Exportación,Prueba Jose,PROMOTORA DEL COMERCIO EXTERIOR DE COSTA RICA,COSTA RICA,CANADÁ,ADUANA CENTRAL,
26/10/2024 20:28,Fertilizantes,C,C,"1000,65",KILOGRAMOS,"1000,65","4293,39",Exportación,Prueba Jose,PROMOTORA DEL COMERCIO EXTERIOR DE COSTA RICA,COSTA RICA,CANADÁ,ADUANA CENTRAL,
26/10/2024 20:28,Fertilizantes,G,G,"1000,65",KILOGRAMOS,"1000,65","4293,39",Exportación,Prueba Jose,PROMOTORA DEL COMERCIO EXTERIOR DE COSTA RICA,COSTA RICA,CANADÁ,ADUANA CENTRAL,
15/1/2024 9:54,Fertilizantes,5038,"Calcio expresado (CaO), Fósforo expresado (P2O5), Silice ,","0,15",KILOGRAMOS,"0,15","116,7",Exportación,DANONE TRADING ELN B.V,Agroindustrial Pinas Del Bosque SA,COSTA RICA,ITALIA,ADUANA SANTAMARÍA,Calcio expresado (CaO) / Fósforo expresado (P2O5) / Silice /
15/1/2024 9:54,Fertilizantes,11328,"Calcio expresado (CaO), Fósforo expresado (P2O5), Magnesio expresado (MgO), Silicio expresado (SiO2),","0,15",KILOGRAMOS,"0,15","116,7",Exportación,DANONE TRADING ELN B.V,Agroindustrial Pinas Del Bosque SA,COSTA RICA,ITALIA,ADUANA SANTAMARÍA,Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Silicio expresado (SiO2) /
18/6/2024 15:56,Fertilizantes,5038,"Calcio expresado (CaO), Fósforo expresado (P2O5), Silice ,","0,15",KILOGRAMOS,"0,15","116,7",Exportación,DANONE TRADING ELN B.V,Agroindustrial Pinas Del Bosque SA,COSTA RICA,ITALIA,ADUANA SANTAMARÍA,Calcio expresado (CaO) / Fósforo expresado (P2O5) / Silice /
18/6/2024 15:56,Fertilizantes,11328,"Calcio expresado (CaO), Fósforo expresado (P2O5), Magnesio expresado (MgO), Silicio expresado (SiO2),","0,15",KILOGRAMOS,"0,15","116,7",Exportación,DANONE TRADING ELN B.V,Agroindustrial Pinas Del Bosque SA,COSTA RICA,ITALIA,ADUANA SANTAMARÍA,Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Silicio expresado (SiO2) /
9/4/2024 9:54,Fertilizantes,3720,DECCO 444 8.1 L,14976,LITROS,14976,"63299,75",Exportación,COMPANIA AGROPECUARIA EL PORVENIR S.A.,Aerofumigacion y Comercializacion Agricola AFCA SA,ESTADOS UNIDOS,HONDURAS,ADUANA DE LIMÓN,Aminoácidos / Azufre expresado (S) / Boro expresado (B) / Cobre expresado (Cu) / Extractos Orgánicos / Manganeso expresado (Mn) / Nitrógeno Total expresado (N) / Zinc expresado (Zn) / Fitorreguladores /
15/1/2024 10:31,Fertilizantes,11166,FERTILIZANTE FOLIVEEX ZINC - BORO MAX,8000,KILOGRAMOS,8000,32320,Exportación,AGROVET JIRON & SON¨S / AGROVET JIRON & SON¨S,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,BELICE,ADUANA DE PEÑAS BLANCAS,Azufre expresado (S) / Boro expresado (B) / Zinc expresado (Zn) / L- Aminoácidos / Bioenergético /
15/1/2024 10:31,Fertilizantes,7247,FERTILIZANTE PHYTOCROP PLUS,2000,KILOGRAMOS,2000,"8246,4",Exportación,AGROVET JIRON & SON¨S / AGROVET JIRON & SON¨S,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,BELICE,ADUANA DE PEÑAS BLANCAS,Aminoácidos / Azufre expresado (S) / Boro expresado (B) / Citoquininas / Cobre expresado (Cu) / Giberelinas / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
15/1/2024 10:31,Fertilizantes,2834,FERTILIZANTE TRIFLAX,1500,KILOGRAMOS,1500,"5707,2",Exportación,AGROVET JIRON & SON¨S / AGROVET JIRON & SON¨S,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,BELICE,ADUANA DE PEÑAS BLANCAS,Aminoácidos / Bioactivador / Boro expresado (B) / Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
15/1/2024 10:31,Fertilizantes,2442,FERTILIZANTE FOLIVEEX POLISACARIDOS,2364,KILOGRAMOS,2364,8868,Exportación,AGROVET JIRON & SON¨S / AGROVET JIRON & SON¨S,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,BELICE,ADUANA DE PEÑAS BLANCAS,Ácido Fúlvico / Aminoácidos / Boro expresado (B) / Nitrógeno Total expresado (N) / Polisacáridos / Potasio expresado (K2O) / Vitamina B /
15/1/2024 10:31,Fertilizantes,2835,FERTILIZANTE FOLIVEEX 20-20-20,3000,KILOGRAMOS,3000,9270,Exportación,AGROVET JIRON & SON¨S / AGROVET JIRON & SON¨S,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,BELICE,ADUANA DE PEÑAS BLANCAS,Ácido Fúlvico / Boro expresado (B) / Cobre expresado (Cu) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Vitamina B / Zinc expresado (Zn) /
15/1/2024 10:31,Fertilizantes,7296,FERTILIZANTE ACTIFOL PLUS,720,KILOGRAMOS,720,9312,Exportación,AGROVET JIRON & SON¨S / AGROVET JIRON & SON¨S,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,BELICE,ADUANA DE PEÑAS BLANCAS,Azufre expresado (S) / Calcio expresado (CaO) / Cobre expresado (Cu) /
15/1/2024 10:31,Fertilizantes,5990,FERTILIZANTE EVEREST,744,LITROS,744,7978,Exportación,AGROVET JIRON & SON¨S / AGROVET JIRON & SON¨S,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,BELICE,ADUANA DE PEÑAS BLANCAS,"Aminoácidos libres / Extracto de algas / Polisacáridos / Proteínas, Péptidos y Carbohidratos /"
15/1/2024 10:31,Fertilizantes,2457,FERTILIZANTE FOLIVEEX CALCIO BORO,375,LITROS,375,1221,Exportación,AGROVET JIRON & SON¨S / AGROVET JIRON & SON¨S,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,BELICE,ADUANA DE PEÑAS BLANCAS,Aminoácidos / Boro expresado (B) / Calcio expresado (CaO) /
15/1/2024 10:31,Fertilizantes,2774,FERTILIZANTE FERTIPLANT NPK,960,LITROS,960,"2614,04",Exportación,AGROVET JIRON & SON¨S / AGROVET JIRON & SON¨S,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,BELICE,ADUANA DE PEÑAS BLANCAS,Ácido Indolbutirico / Azufre expresado (S) / Boro expresado (B) / Calcio expresado (CaO) / Clorhidrato de Tiamina / Cobre expresado (Cu) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
23/1/2024 11:18,Fertilizantes,5299,FERTILIZANTE PLANTOX 1000,3679,KILOGRAMOS,3679,"18321,44",Exportación,HUMBERTO ALEJANDRO CRUZ QUEZADA. ( AGROFORESTA ),SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,GUATEMALA,ADUANA DE PEÑAS BLANCAS,Ácido Fúlvico / Ácidos Húmicos / Azufre expresado (S) / Boro expresado (B) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Zinc expresado (Zn) / Algas (Ascophyllum nodosum) /
23/1/2024 11:18,Fertilizantes,2457,FERTILIZANTE FOLIVEEX CALCIO BORO,670,LITROS,670,"2137,4",Exportación,HUMBERTO ALEJANDRO CRUZ QUEZADA. ( AGROFORESTA ),SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,GUATEMALA,ADUANA DE PEÑAS BLANCAS,Aminoácidos / Boro expresado (B) / Calcio expresado (CaO) /
23/1/2024 11:18,Fertilizantes,2774,FERTILIZANTE FERTIPLANT NPK,360,LITROS,360,1119,Exportación,HUMBERTO ALEJANDRO CRUZ QUEZADA. ( AGROFORESTA ),SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,GUATEMALA,ADUANA DE PEÑAS BLANCAS,Ácido Indolbutirico / Azufre expresado (S) / Boro expresado (B) / Calcio expresado (CaO) / Clorhidrato de Tiamina / Cobre expresado (Cu) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
23/1/2024 11:18,Fertilizantes,2569,FERTILIZANTE FULMIC 0-30-25,208,LITROS,208,"990,64",Exportación,HUMBERTO ALEJANDRO CRUZ QUEZADA. ( AGROFORESTA ),SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,GUATEMALA,ADUANA DE PEÑAS BLANCAS,Fósforo expresado (P2O5) / Potasio expresado (K2O) /
23/1/2024 11:18,Fertilizantes,5990,EVEREST,624,LITROS,624,"6635,2",Exportación,HUMBERTO ALEJANDRO CRUZ QUEZADA. ( AGROFORESTA ),SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,GUATEMALA,ADUANA DE PEÑAS BLANCAS,"Aminoácidos libres / Extracto de algas / Polisacáridos / Proteínas, Péptidos y Carbohidratos /"
23/1/2024 11:18,Fertilizantes,3908,FERTILIZANTE FOLIVEEX MULTIMINERALES,456,LITROS,456,"2054,8",Exportación,HUMBERTO ALEJANDRO CRUZ QUEZADA. ( AGROFORESTA ),SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,GUATEMALA,ADUANA DE PEÑAS BLANCAS,Ácido Fúlvico / Aminoácidos / Azufre expresado (S) / Boro expresado (B) / Cobre expresado (Cu) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Vitamina B / Zinc expresado (Zn) /
23/1/2024 11:18,Fertilizantes,2834,FERTILIZANTE TRIFLAX,620,KILOGRAMOS,620,"2788,2",Exportación,HUMBERTO ALEJANDRO CRUZ QUEZADA. ( AGROFORESTA ),SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,GUATEMALA,ADUANA DE PEÑAS BLANCAS,Aminoácidos / Bioactivador / Boro expresado (B) / Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
23/1/2024 11:18,Fertilizantes,2442,FERTILIZANTE FOLIVEEX POLISACARIDOS,740,KILOGRAMOS,740,"3651,6",Exportación,HUMBERTO ALEJANDRO CRUZ QUEZADA. ( AGROFORESTA ),SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,GUATEMALA,ADUANA DE PEÑAS BLANCAS,Ácido Fúlvico / Aminoácidos / Boro expresado (B) / Nitrógeno Total expresado (N) / Polisacáridos / Potasio expresado (K2O) / Vitamina B /
23/1/2024 11:18,Fertilizantes,2832,FERTILIZANTE FOLIVEEX ZINC / BORO,210,KILOGRAMOS,210,"680,4",Exportación,HUMBERTO ALEJANDRO CRUZ QUEZADA. ( AGROFORESTA ),SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,GUATEMALA,ADUANA DE PEÑAS BLANCAS,Ácido Fúlvico / Azufre expresado (S) / Boro expresado (B) / Zinc expresado (Zn) /
24/1/2024 10:47,Fertilizantes,2457,FERTILIZANTE FOLIV CALCIO – BORO,2250,LITROS,2250,8334,Exportación,EL RANCHERITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,PANAMÁ,ADUANA DE PASO CANOAS,Aminoácidos / Boro expresado (B) / Calcio expresado (CaO) /
24/1/2024 10:47,Fertilizantes,2442,FERTILIZANTE FOLIVEEX POLISACARIDOS,600,KILOGRAMOS,600,2808,Exportación,EL RANCHERITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,PANAMÁ,ADUANA DE PASO CANOAS,Ácido Fúlvico / Aminoácidos / Boro expresado (B) / Nitrógeno Total expresado (N) / Polisacáridos / Potasio expresado (K2O) / Vitamina B /
24/1/2024 10:47,Fertilizantes,5299,FERTILIZANTE PLANTOX 1000,600,KILOGRAMOS,600,2706,Exportación,EL RANCHERITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,PANAMÁ,ADUANA DE PASO CANOAS,Ácido Fúlvico / Ácidos Húmicos / Azufre expresado (S) / Boro expresado (B) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Zinc expresado (Zn) / Algas (Ascophyllum nodosum) /
24/1/2024 10:47,Fertilizantes,2834,FERTILIZANTE TRIFLAX,1100,KILOGRAMOS,1100,5131,Exportación,EL RANCHERITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,PANAMÁ,ADUANA DE PASO CANOAS,Aminoácidos / Bioactivador / Boro expresado (B) / Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
24/1/2024 10:47,Fertilizantes,5990,EVEREST,360,LITROS,360,3864,Exportación,EL RANCHERITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,PANAMÁ,ADUANA DE PASO CANOAS,"Aminoácidos libres / Extracto de algas / Polisacáridos / Proteínas, Péptidos y Carbohidratos /"
24/1/2024 16:24,Fertilizantes,2457,FERTILIZANTE FOLIV CALCIO – BORO,2250,LITROS,2250,8334,Exportación,EL RANCHERITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,PANAMÁ,ADUANA DE PASO CANOAS,Aminoácidos / Boro expresado (B) / Calcio expresado (CaO) /
24/1/2024 16:24,Fertilizantes,2442,FERTILIZANTE FOLIVEEX POLISACARIDOS,600,KILOGRAMOS,600,2808,Exportación,EL RANCHERITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,PANAMÁ,ADUANA DE PASO CANOAS,Ácido Fúlvico / Aminoácidos / Boro expresado (B) / Nitrógeno Total expresado (N) / Polisacáridos / Potasio expresado (K2O) / Vitamina B /
24/1/2024 16:24,Fertilizantes,5299,FERTILIZANTE PLANTOX 1000,600,KILOGRAMOS,600,2706,Exportación,EL RANCHERITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,PANAMÁ,ADUANA DE PASO CANOAS,Ácido Fúlvico / Ácidos Húmicos / Azufre expresado (S) / Boro expresado (B) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Zinc expresado (Zn) / Algas (Ascophyllum nodosum) /
24/1/2024 16:24,Fertilizantes,2834,FERTILIZANTE TRIFLAX,1100,KILOGRAMOS,1100,5131,Exportación,EL RANCHERITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,PANAMÁ,ADUANA DE PASO CANOAS,Aminoácidos / Bioactivador / Boro expresado (B) / Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
24/1/2024 16:24,Fertilizantes,5990,EVEREST,360,LITROS,360,3864,Exportación,EL RANCHERITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,PANAMÁ,ADUANA DE PASO CANOAS,"Aminoácidos libres / Extracto de algas / Polisacáridos / Proteínas, Péptidos y Carbohidratos /"
30/1/2024 14:53,Fertilizantes,2457,FERTILIZANTE FOLIV CALCIO – BORO,300,LITROS,300,1020,Exportación,AGROINFINITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,NICARAGUA,ADUANA DE PEÑAS BLANCAS,Aminoácidos / Boro expresado (B) / Calcio expresado (CaO) /
30/1/2024 14:53,Fertilizantes,2442,FERTILIZANTE FOLIVEEX POLISACARIDOS,960,KILOGRAMOS,960,"4281,6",Exportación,AGROINFINITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,NICARAGUA,ADUANA DE PEÑAS BLANCAS,Ácido Fúlvico / Aminoácidos / Boro expresado (B) / Nitrógeno Total expresado (N) / Polisacáridos / Potasio expresado (K2O) / Vitamina B /
30/1/2024 14:53,Fertilizantes,5299,FERTILIZANTE PLANTOX 1000,960,KILOGRAMOS,960,"4070,4",Exportación,AGROINFINITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,NICARAGUA,ADUANA DE PEÑAS BLANCAS,Ácido Fúlvico / Ácidos Húmicos / Azufre expresado (S) / Boro expresado (B) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Zinc expresado (Zn) / Algas (Ascophyllum nodosum) /
30/1/2024 14:53,Fertilizantes,2834,FERTILIZANTE TRIFLAX,840,KILOGRAMOS,840,4158,Exportación,AGROINFINITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,NICARAGUA,ADUANA DE PEÑAS BLANCAS,Aminoácidos / Bioactivador / Boro expresado (B) / Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
30/1/2024 14:53,Fertilizantes,2774,FERTILIZANTE FOLIVEEX MEGAFRIJOL,1440,LITROS,1440,4320,Exportación,AGROINFINITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,NICARAGUA,ADUANA DE PEÑAS BLANCAS,Ácido Indolbutirico / Azufre expresado (S) / Boro expresado (B) / Calcio expresado (CaO) / Clorhidrato de Tiamina / Cobre expresado (Cu) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
30/1/2024 14:53,Fertilizantes,6706,FERTILIZANTE FOLIVEEX MAXIFLOR,720,LITROS,720,2322,Exportación,AGROINFINITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,NICARAGUA,ADUANA DE PEÑAS BLANCAS,Aminoácidos / Boro expresado (B) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
30/1/2024 14:53,Fertilizantes,11725,FERTILIZANTE FOLIVEEX MAXIRAIZ,720,LITROS,720,2922,Exportación,AGROINFINITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,NICARAGUA,ADUANA DE PEÑAS BLANCAS,Ácidos Húmicos / Aminoácidos / Boro expresado (B) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) / Ácidos Fúlvicos / Extracto de algas marinas /
30/1/2024 14:53,Fertilizantes,11721,FERTILIZANTE FOLIVEEX MEGAFRUTON,720,LITROS,720,2322,Exportación,AGROINFINITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,NICARAGUA,ADUANA DE PEÑAS BLANCAS,Aminoácidos / Boro expresado (B) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Polisacáridos / Potasio expresado (K2O) / Silicio expresado (SiO2) / Ácidos Fúlvicos /
30/1/2024 14:53,Fertilizantes,11726,FERTILIZANTE FOLIVEEX MEGACAFE,1007,LITROS,1007,"3133,2",Exportación,AGROINFINITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,NICARAGUA,ADUANA DE PEÑAS BLANCAS,Aminoácidos / Boro expresado (B) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Polisacáridos / Potasio expresado (K2O) / Zinc expresado (Zn) / Silicio expresado (Si) / Ácidos Fúlvicos /
30/1/2024 14:53,Fertilizantes,2624,FERTILIZANTE FOLIVEEX POTASIO,1014,LITROS,1014,5148,Exportación,AGROINFINITO S.A.,SERACSA COMERCIAL SOCIEDAD ANONIMA,COSTA RICA,NICARAGUA,ADUANA DE PEÑAS BLANCAS,Aminoácidos / Potasio expresado (K2O) /
9/1/2024 7:11,Fertilizantes,8854,Colonofertil 12-12-17+2,30000,KILOGRAMOS,30000,27000,Exportación,El Colono Agropecuario S.A. ( Panama),El Colono Agropecuario S.A,BÉLGICA,PANAMÁ,ADUANA DE PASO CANOAS,Azufre expresado (S) / Boro expresado (B) / Cobre expresado (Cu) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
9/1/2024 7:12,Fertilizantes,6838,COLONOFERTIL 18-5-15 SILICATADA,13500,KILOGRAMOS,13500,8700,Exportación,El Colono Agropecuario S.A. ( Panama),El Colono Agropecuario S.A,COSTA RICA,PANAMÁ,ADUANA DE PASO CANOAS,Azufre expresado (S) / Boro expresado (B) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Silicio expresado (SiO2) / Zinc expresado (Zn) / Inertes /
9/1/2024 7:12,Fertilizantes,6832,COLONOFERTIL 16-5-23 SILICATADA,13500,KILOGRAMOS,13500,8850,Exportación,El Colono Agropecuario S.A. ( Panama),El Colono Agropecuario S.A,COSTA RICA,PANAMÁ,ADUANA DE PASO CANOAS,Azufre expresado (S) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Silicio expresado (SiO2) / Inertes /
11/1/2024 14:40,Fertilizantes,4653,ACIDO FOSFOROSO,2000,KILOGRAMOS,2000,4320,Exportación,BRENNTAG GUATEMALA S.A.,"QUIMICOS HOLANDA COSTA RICA, S.A.",CHINA,GUATEMALA,ADUANA DE PEÑAS BLANCAS,Ácido Fosforoso /
16/1/2024 8:26,Fertilizantes,5277,Fertilizante Key Plex Jumpstart,305,LITROS,305,5100,Exportación,"RIEGOS DEL ISTMO, S.A.",LOGIC TREND SOCIEDAD ANONIMA,ESTADOS UNIDOS,PANAMÁ,ADUANA DE PASO CANOAS,Boro expresado (B) / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
16/1/2024 8:26,Fertilizantes,5278,Fertilizante Key Plex 350 DP,216,LITROS,216,4500,Exportación,"RIEGOS DEL ISTMO, S.A.",LOGIC TREND SOCIEDAD ANONIMA,ESTADOS UNIDOS,PANAMÁ,ADUANA DE PASO CANOAS,Azufre expresado (S) / Boro expresado (B) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Zinc expresado (Zn) /
16/1/2024 8:26,Fertilizantes,8017,Fertilizante KEYPLEX CALCIO MAGNESIO BORO PLUS,108,LITROS,108,2500,Exportación,"RIEGOS DEL ISTMO, S.A.",LOGIC TREND SOCIEDAD ANONIMA,ESTADOS UNIDOS,PANAMÁ,ADUANA DE PASO CANOAS,Boro expresado (B) / Calcio expresado (CaO) / Magnesio expresado (MgO) /
16/1/2024 8:26,Fertilizantes,8015,FERTILIZANTE KEYPLEX 625 DP,108,LITROS,108,3500,Exportación,"RIEGOS DEL ISTMO, S.A.",LOGIC TREND SOCIEDAD ANONIMA,ESTADOS UNIDOS,PANAMÁ,ADUANA DE PASO CANOAS,Hierro expresado (Fe) / Manganeso expresado (Mn) / Zinc expresado (Zn) /
3/1/2024 14:23,Fertilizantes,4982,Hoja Verde 48 SL,"1585,65",LITROS,"1585,65","13453,46",Exportación,UPL NICARAGIUA S.A,UPL COSTA RICA SA,COSTA RICA,NICARAGUA,ADUANA DE PEÑAS BLANCAS,Copolímero de Acrilamida y Acrilato de Potasio /
3/1/2024 14:23,Fertilizantes,8702146,BIOQUIM REGUTREL 48 SL,"615,24",LITROS,"615,24",5832,Exportación,UPL NICARAGIUA S.A,UPL COSTA RICA SA,COSTA RICA,NICARAGUA,ADUANA DE PEÑAS BLANCAS,
3/1/2024 14:23,Fertilizantes,9840,Mokave,"1476,99",LITROS,"1476,99",12600,Exportación,UPL NICARAGIUA S.A,UPL COSTA RICA SA,COSTA RICA,NICARAGUA,ADUANA DE PEÑAS BLANCAS,Zinc expresado (Zn) /
